CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2
12569.0,2,32,4124.69,1,3.811243119611863,-0.2759178308916865
12571.0,40,2,519.61,0,-0.3393212363833372,-0.29235865610522643
12572.0,9,2,1020.42,0,0.5196544774053763,-0.9417822791607577
12573.0,227,1,160.54000000000002,3,-1.917044050827615,0.21397013805325268
12574.0,316,1,218.45,3,-1.8975896218169526,0.5343609021261954
12576.0,36,5,1315.83,2,0.7672628345629738,0.2464607898373512
12577.0,35,3,657.8,2,0.08231682751182004,-0.1786376499415659
12578.0,21,2,2794.51,2,0.6961415725643677,-0.0756418485685212
12579.0,78,1,440.42,3,-1.0350145522346237,-0.09234377690961822
12580.0,247,1,415.7,3,-1.4994983186245576,0.6119907310571149
12581.0,40,1,197.71,3,-1.1631421973772642,-0.7985183371158863
12582.0,239,2,511.36,3,-1.0221301713157618,0.8221736104599359
12583.0,3,15,7281.38,1,3.3161227505411737,-0.16498023423585267
12584.0,4,9,2338.15,1,2.2667905249781977,-0.6172177213897095
12585.0,234,2,2040.1,2,-0.35817574666636015,1.311630594071373
12586.0,17,1,196.94000000000003,0,-0.8504245544243411,-1.321850189181686
12587.0,8,1,144.0,0,-0.7332497040838156,-1.874529711700219
12588.0,39,1,214.89999999999998,3,-1.1143351044503773,-0.7839924165490727
12589.0,29,2,646.68,0,-0.11632087562699057,-0.41096305788658477
12590.0,211,2,9864.26,2,0.4288258423902586,1.8194541571634044
12591.0,317,1,452.84999999999997,3,-1.5539762696254262,0.8006864573690815
12592.0,92,2,437.6,3,-0.733628294555886,0.1645606375387308
12593.0,109,3,418.09999999999997,3,-0.5591316745318958,0.364994458353547
12594.0,38,10,3338.2200000000003,1,1.7369968650563867,0.8512276919286396
12596.0,51,2,618.27,2,-0.34778916176593444,-0.0785435672482806
12597.0,19,4,3811.22,2,1.3418371491080356,0.1730490246887132
12598.0,10,8,3023.08,1,1.992070280394657,-0.0643868669241602
12599.0,29,7,1032.58,2,0.9926972283830726,0.13593000659856397
12600.0,29,10,2599.04,1,1.7185176110199754,0.5938670459320459
12601.0,190,5,577.0600000000001,2,-0.25061602797453736,0.9876098141229726
12602.0,59,1,153.12,3,-1.4292287171612117,-0.6495423995890823
12603.0,22,1,739.1999999999999,0,-0.3181999857500068,-0.6866462865996865
12604.0,79,2,254.18,3,-0.9331083802396384,-0.1279275944703415
12607.0,60,1,1579.51,2,-0.33093699361980344,0.20770430532908965
12609.0,78,3,1126.85,2,0.03713163418346108,0.51523020986371
12610.0,23,5,2099.54,2,1.1542602132935815,0.14188676170248404
12611.0,52,1,1193.32,2,-0.4101686560668674,0.016656672671857487
12612.0,74,1,704.0400000000001,3,-0.7929553130667818,0.0450499006638151
12613.0,57,5,3344.38,2,1.037924667586247,0.8706248938410067
12614.0,278,1,315.6,3,-1.674873023630278,0.5867298610540072
12615.0,2,4,2291.19,1,1.8253640989082138,-1.2147991383584862
12616.0,95,2,713.3,3,-0.5143223527901425,0.3621045243495341
12617.0,29,1,355.53,0,-0.7663785073516289,-0.783919778993046
12618.0,22,1,177.31,0,-0.993650920594349,-1.2044313921779224
12619.0,16,9,3641.24,1,2.009292576457561,0.31975176794156857
12620.0,15,3,1339.41,2,0.7292552409852979,-0.4343899787388284
12621.0,2,20,13689.67,1,3.971587105210667,-0.013256220374883483
12622.0,232,1,180.1,3,-1.8710956082592396,0.26930101380372934
12623.0,276,1,305.1,3,-1.6881287272281094,0.569899711531819
12624.0,106,2,641.13,3,-0.6063185571806271,0.3921369671291285
12625.0,212,2,2683.82,2,-0.1905343571484327,1.3490289751003979
12626.0,23,9,6620.48,1,2.161161455369529,0.7558160007348759
12627.0,11,7,4478.53,1,2.0387287939600585,0.08845082941460163
12628.0,4,3,786.46,0,0.9213030641596592,-1.365336881253606
12630.0,10,2,1270.88,0,0.5873012142372424,-0.801579416409378
12631.0,57,1,640.5,3,-0.7395512163800507,-0.15227610470183717
12633.0,59,4,2163.98,2,0.6535452064558641,0.663763555181717
12635.0,90,2,1689.18,2,-0.08517279081420868,0.6415000925765398
12637.0,67,8,6021.9,2,1.6229347832769965,1.341160477961529
12638.0,33,1,671.69,0,-0.512939716175332,-0.4736212275704934
12639.0,239,1,486.1,3,-1.412892504877891,0.6479866835887216
12640.0,24,3,1174.58,2,0.4964551776336826,-0.19916956512408554
12641.0,115,1,185.9,3,-1.589628360824816,-0.16142257450167666
12642.0,25,3,1013.26,2,0.4114258027301822,-0.227996032384358
12643.0,128,6,3344.64,2,0.8719475276967805,1.4366943012300708
12644.0,130,1,477.91,3,-1.1895886583521034,0.2579606593762961
12645.0,34,4,1775.18,2,0.765573443775418,0.2500265690354858
12646.0,5,2,1346.97,0,0.8464890748724921,-1.1647410653007373
12647.0,22,12,3722.82,1,2.141623293747393,0.6202701825963649
12648.0,155,1,318.05,3,-1.449068214905687,0.22094703505608596
12649.0,107,3,623.51,2,-0.3628483378816035,0.49845225963182704
12650.0,3,1,314.44,0,-0.05455357543872444,-2.1059373086231425
12651.0,335,1,114.0,3,-2.2264730553417875,0.33620282278894525
12652.0,331,1,919.98,3,-1.2346247066442375,1.0854297249158087
12653.0,149,2,2209.85,2,-0.14871388130921528,1.056051116881462
12654.0,11,5,601.98,0,0.8268742747342678,-0.7515828066089296
12656.0,17,5,4051.17,1,1.5759855922796082,0.19850884578001765
12657.0,11,4,1643.18,2,1.1379637860709717,-0.4567382417822511
12658.0,19,1,686.05,0,-0.3001535252408792,-0.8023626590318456
12659.0,30,1,91.68,3,-1.4182321921058239,-1.2532217104925458
12660.0,11,1,245.1,0,-0.5921475684476579,-1.4997012061829034
12662.0,1,11,3849.78,1,3.018394204706651,-0.9467690456458521
12664.0,8,9,4881.88,1,2.3914189351987143,0.023160150195624587
12665.0,325,1,63.0,3,-2.493028320112734,0.10386146720405638
12667.0,58,1,620.13,3,-0.7613959672315924,-0.15317634148985995
12668.0,12,4,3807.15,1,1.505940360140982,-0.10046142292508783
12669.0,151,3,2744.0299999999997,2,0.20914925283693128,1.253712133900859
12670.0,10,5,2996.05,1,1.6210389125397622,-0.22344849063144415
12672.0,330,1,225.89999999999998,3,-1.898261159290636,0.5739051397747822
12673.0,5,2,610.52,0,0.4714134838216841,-1.4522653612835643
12674.0,39,4,1970.6,2,0.764080740144946,0.3726573489066163
12676.0,25,6,1331.39,2,1.0470965280862472,0.08627142130731448
12678.0,42,12,17628.46,1,2.6403459328151286,1.5825687635961638
12679.0,59,4,1113.02,2,0.33824736874188743,0.42206350597393355
12680.0,1,4,862.81,0,1.5171967456227233,-1.8268733192918833
12681.0,15,22,13787.54,1,3.417600195923027,1.0856123517247447
12682.0,4,31,12288.22,1,4.106161461861954,0.4331764557011192
12683.0,4,15,8476.57,1,3.3029686518863652,0.03177592318319623
12684.0,8,7,2283.63,1,1.8291466613692973,-0.3388728620947329
12685.0,28,6,2863.08,2,1.3685178586008262,0.43388635135626613
12686.0,372,1,89.14,3,-2.381973402367024,0.31383430532929746
12688.0,114,1,4873.8099999999995,2,-0.03873820031981302,1.0194285772744227
12689.0,26,2,1247.61,2,0.23541878723459947,-0.23898999879188446
12690.0,206,1,389.01,3,-1.4618571237991558,0.4733390457568237
12691.0,28,6,1035.8,2,0.8863394637745076,0.0642595166103418
12693.0,127,4,855.91,2,-0.07579498731610461,0.8069943238699399
12694.0,70,2,869.67,2,-0.3051104718448383,0.2428543121324456
12695.0,7,4,582.1,0,0.8009787925829629,-1.0909033609393337
12697.0,29,3,957.59,2,0.3299563295925736,-0.15780333070199504
12700.0,8,4,4939.99,1,1.7700341165531839,-0.23887057005385323
12701.0,80,2,797.71,2,-0.39639771558092146,0.2950173011235745
12702.0,20,1,219.0,0,-0.8591873518473206,-1.1856797363550462
12703.0,71,1,283.55,3,-1.20792327001943,-0.31089433821794676
12704.0,7,8,2340.84,1,1.9924331016471706,-0.35929495728304245
12705.0,15,9,6868.29,1,2.3335324307231335,0.5121114176407687
12707.0,292,1,603.42,3,-1.386733515127741,0.8529945138169297
12708.0,30,10,2712.91,1,1.7263282584216006,0.6302485745497661
12709.0,15,15,9736.52,1,2.9242600014338187,0.8196329413352718
12710.0,97,3,1149.02,2,-0.035985024337235806,0.6589535616055224
12712.0,29,13,4396.13,1,2.185997517414639,0.8776634205939312
12713.0,1,1,848.55,0,0.6804502927356804,-2.1850033579407913
12714.0,9,5,4708.86,1,1.8719623978441908,-0.119442769763147
12715.0,106,1,353.86,3,-1.2545203178069435,0.02060291399603497
12716.0,4,2,1053.49,0,0.7996391034942402,-1.3696555832313895
12717.0,151,2,1030.98,2,-0.5153219260050487,0.7872953238217039
12718.0,71,1,238.25,3,-1.29020753578172,-0.37397155824573963
12719.0,5,2,644.95,0,0.49740584705201096,-1.432340215214229
12720.0,3,25,5781.73,1,3.645878569089386,-0.062307249269347685
12721.0,32,6,2656.13,2,1.283553301909416,0.4885254848428933
12722.0,85,4,997.63,2,0.14879521020624,0.6105333378780988
12723.0,4,5,725.07,0,1.2495577123050599,-1.2390669041167355
12724.0,5,4,1031.41,0,1.182005418852447,-1.0654800018692552
12725.0,371,1,427.8,3,-1.6408509105975109,0.8794732913292646
12726.0,28,7,2609.1,2,1.4452414575252837,0.4514154055573995
12727.0,11,7,3980.7,1,1.9828242292551364,0.0455956796993761
12728.0,71,4,836.33,2,0.13309357928718246,0.43379775398746007
12729.0,114,1,453.01,3,-1.1651489651866191,0.15594806858961616
12731.0,24,12,18895.91,1,2.8805235875242885,1.2639835163486852
12732.0,180,1,236.26000000000002,3,-1.6464196662736943,0.2074426778690608
12733.0,234,1,383.95,3,-1.5165321500309392,0.5490237598896722
12734.0,353,1,110.39999999999999,3,-2.2615066710958946,0.3577197132580128
12735.0,315,2,779.5699999999999,3,-0.9274746420538309,1.1497374931560418
12736.0,333,1,234.0,3,-1.8850640368344367,0.5923851382934794
12738.0,372,1,155.35,3,-2.1206315462298613,0.5141729436986076
12739.0,78,2,1013.04,2,-0.2735730045795157,0.3659972847826862
12740.0,64,1,427.6,3,-0.9744641264231623,-0.22673588915077958
12743.0,134,2,546.43,3,-0.7708553576690487,0.48146935980935307
12744.0,52,7,21279.29,1,2.210585341335236,1.5970491367553479
12747.0,2,11,4196.01,1,2.9043143318770808,-0.6583798479962345
12748.0,1,209,33719.73,1,6.637112315603602,0.9423161358648353
12749.0,4,5,4090.88,1,2.070081711205446,-0.6100721341294517
12750.0,129,1,275.88,3,-1.4466715204327325,0.05378387516155687
12752.0,81,1,4366.78,2,0.038382832737538765,0.7650460944374116
12753.0,23,6,21429.39,1,2.395861271850208,1.0460088954942943
12754.0,236,3,3010.74,2,0.08342170061009857,1.5690583634274962
12755.0,281,2,3811.95,2,-0.13130077116426656,1.6545481274075298
12756.0,87,1,112.07999999999998,3,-1.7225100933684974,-0.5193558392911045
12757.0,16,13,7857.1,1,2.6785460290560756,0.7287549081831862
12758.0,117,2,2791.59,2,0.053823369367776756,0.9888925925191019
12759.0,52,3,1531.44,2,0.3351241306159491,0.3736723829516718
12762.0,8,2,1898.52,0,0.8543194114908873,-0.7828983132717382
12763.0,138,2,494.08,3,-0.8297108428166096,0.46341784957053583
12764.0,317,1,1693.88,3,-0.9287293499337709,1.2799863230204886
12766.0,4,7,6989.63,1,2.58445436085789,-0.3047120100452697
12769.0,239,1,1143.6,3,-1.0074781683994531,0.958767961972464
12770.0,211,1,1351.45,3,-0.8808933287806742,0.9408161167664244
12772.0,60,1,892.47,3,-0.6016067910693571,0.00021508232349232113
12775.0,17,5,1386.04,2,1.0672463491889372,-0.19147892254870577
12778.0,20,6,822.23,2,0.900221618140946,-0.22428901417123168
12779.0,38,8,3981.36,1,1.6390598226508777,0.8381951571172257
12781.0,64,2,826.74,2,-0.2953665698465933,0.16848216846401884
12782.0,5,5,2330.92,1,1.733576553584043,-0.6990288149836349
12783.0,2,6,2225.91,1,2.116015545811503,-1.0960235622199672
12784.0,9,2,574.42,0,0.2473433668045169,-1.15052969496689
12785.0,364,1,311.95,3,-1.7830453068983023,0.7528618072674407
12787.0,10,3,463.66,0,0.36969884744283243,-1.0573344549815433
12789.0,65,1,91.85,3,-1.7061170804449834,-0.7734521969673311
12790.0,192,1,324.92,3,-1.5202865427905952,0.3636363681040909
12791.0,374,1,192.60000000000002,3,-2.0212683170154064,0.5952993918383849
12792.0,257,1,400.53999999999996,3,-1.5321897389277657,0.6235727990587181
12793.0,335,2,545.48,3,-1.1201090842649335,1.058953457722698
12794.0,53,2,860.41,2,-0.2056001790271584,0.06543809478783481
12795.0,19,1,430.48,0,-0.520900301860584,-0.9715820458766198
12797.0,366,1,254.03,3,-1.882252694505597,0.6818769489388845
12798.0,10,3,6977.04,1,1.6553160484750649,-0.07180996485247837
12802.0,187,1,427.58,3,-1.3803169727248497,0.4466033866334057
12808.0,37,3,483.65000000000003,0,-0.08402204251031875,-0.2560323380158016
12809.0,178,1,489.31,3,-1.2977181414406647,0.46444982846912414
12811.0,261,3,514.85,3,-0.7921946891805379,0.9907882212039102
12812.0,45,1,229.64000000000001,3,-1.1364011734443908,-0.6713573832584598
12814.0,102,1,125.92,3,-1.7278621111166057,-0.3775661041030307
12815.0,148,2,1063.46,2,-0.4929996566062335,0.7859293196318076
12816.0,96,2,572.2,3,-0.6227121939166964,0.28862101257960565
12817.0,281,1,166.04,3,-1.9823800411675085,0.3609159231571402
12818.0,262,1,1542.08,3,-0.9006923644356088,1.1254561429199488
12820.0,3,4,942.34,0,1.2941265350736262,-1.3553707371509314
12821.0,214,1,92.72,3,-2.1529669298415572,-0.021301086209128132
12822.0,71,2,948.88,2,-0.2691359033492185,0.28339593737803764
12823.0,75,5,1759.5,2,0.6299989136701821,0.8084602519740266
12824.0,60,1,397.12,3,-0.9852011860459567,-0.29383953223996234
12826.0,3,7,1474.72,1,1.9316189160677728,-1.0120003886479343
12827.0,6,3,430.15000000000003,0,0.5068918452463913,-1.3711267403896399
12828.0,3,6,1018.71,1,1.6354295608326785,-1.1977668290750534
12829.0,337,2,293.0,3,-1.4165493251178458,0.8372103271422875
12830.0,38,6,6814.64,2,1.666717745534238,0.9370989499954132
12831.0,262,1,215.05,3,-1.8336395074987906,0.4102803839564853
12832.0,32,2,383.03,0,-0.40076849836846934,-0.5406676091906744
12833.0,145,1,417.38,3,-1.2951341811857342,0.27754037541672605
12834.0,283,1,312.38,3,-1.6865113797155344,0.5942728255910787
12836.0,59,4,2612.86,2,0.7429555466747179,0.7323034595060393
12837.0,173,1,134.1,3,-1.8985782633005992,-0.02241624638299069
12838.0,34,2,683.13,0,-0.14924335579357068,-0.29331286054380906
12839.0,3,14,5591.42,1,3.1324445005336328,-0.2858296024195432
12840.0,144,4,2726.77,2,0.4260202733916859,1.3072664678516197
12841.0,5,25,4022.35,1,3.3188002465351776,0.0628022501974731
12842.0,70,2,1118.99,2,-0.18561698054371684,0.3344552661284921
12843.0,66,8,1702.26,2,1.0292470186768048,0.8723204965731624
12844.0,29,2,325.96000000000004,0,-0.4406931797553556,-0.6596193837209201
12845.0,267,4,354.09,3,-0.7762106945522279,0.9550373665863465
12847.0,22,1,871.54,0,-0.24014471303957152,-0.6268109150924659
12849.0,31,2,1050.8899999999999,2,0.08914189712134037,-0.19363695862199098
12851.0,97,1,135.18,3,-1.67543032621119,-0.3834988408123848
12852.0,295,1,311.55,3,-1.7035839265392925,0.6195468508461053
12853.0,135,6,1957.1000000000001,2,0.5975551750927214,1.2753330504762548
12854.0,79,3,1324.5,2,0.10895126266389142,0.5819452061352538
